"","reg","val","X","nCells"
"287","N",0.730916714330915,"NDVI_upper",10969
"288","N",0.726966699539522,"NDVI_upper",10969
"289","N",0.729799438319728,"NDVI_upper",10969
"290","N",0.726554180518851,"NDVI_upper",10969
"291","N",0.727681330513733,"NDVI_upper",10969
"292","N",0.726710186775071,"NDVI_upper",10969
"293","N",0.728340653739148,"NDVI_upper",10969
"294","N",0.732307844361224,"NDVI_upper",10969
"295","N",0.72918299833576,"NDVI_upper",10969
"296","N",0.729028132310838,"NDVI_upper",10969
"297","N",0.728884695433794,"NDVI_upper",10969
"298","N",0.72762196135302,"NDVI_upper",10969
"299","N",0.730194611204627,"NDVI_upper",10969
"300","N",0.72910928514452,"NDVI_upper",10969
"301","N",0.726872312525663,"NDVI_upper",10969
"302","N",0.731555399749173,"NDVI_upper",10969
"303","N",0.728394471453168,"NDVI_upper",10969
"304","N",0.727400537201292,"NDVI_upper",10969
"305","N",0.726595881618862,"NDVI_upper",10969
"306","N",0.728620266159448,"NDVI_upper",10969
"307","N",0.729801750111968,"NDVI_upper",10969
"308","N",0.728763834787045,"NDVI_upper",10969
"309","N",0.728950052022678,"NDVI_upper",10969
"310","N",0.732434872700087,"NDVI_upper",10969
"311","N",0.726513458273961,"NDVI_upper",10969
"312","N",0.728576832635027,"NDVI_upper",10969
"313","N",0.729468517897784,"NDVI_upper",10969
"314","N",0.726274625370804,"NDVI_upper",10969
"315","N",0.731209634546964,"NDVI_upper",10969
"316","N",0.73077888798524,"NDVI_upper",10969
"317","N",0.730573439072532,"NDVI_upper",10969
"318","N",0.727795371780041,"NDVI_upper",10969
"319","N",0.728930734127418,"NDVI_upper",10969
"320","N",0.726741976894121,"NDVI_upper",10969
"321","N",0.732229901908321,"NDVI_upper",10969
"322","N",0.729739084645785,"NDVI_upper",10969
"323","N",0.730309314502301,"NDVI_upper",10969
"324","N",0.725689889207891,"NDVI_upper",10969
"325","N",0.73044723259969,"NDVI_upper",10969
"326","N",0.729272425486045,"NDVI_upper",10969
"327","N",0.730289328719812,"NDVI_upper",10969
"328","N",0.73019251468539,"NDVI_upper",10969
"329","N",0.728286138054593,"NDVI_upper",10969
"330","N",0.72797183284015,"NDVI_upper",10969
"331","N",0.72971307157747,"NDVI_upper",10969
"332","N",0.729543374362957,"NDVI_upper",10969
"333","N",0.73075686809157,"NDVI_upper",10969
"334","N",0.728668095132109,"NDVI_upper",10969
"335","N",0.731410476532729,"NDVI_upper",10969
"336","N",0.728997315539671,"NDVI_upper",10969
"337","N",0.728400745856117,"NDVI_upper",10969
"338","N",0.730662766447091,"NDVI_upper",10969
"339","N",0.731534575469163,"NDVI_upper",10969
"340","N",0.727924396413851,"NDVI_upper",10969
"341","N",0.727535041141426,"NDVI_upper",10969
"342","N",0.729160149276571,"NDVI_upper",10969
"343","N",0.728619809960542,"NDVI_upper",10969
"344","N",0.731116062384505,"NDVI_upper",10969
"345","N",0.728618191120143,"NDVI_upper",10969
"346","N",0.728594185596871,"NDVI_upper",10969
"347","N",0.727579398670048,"NDVI_upper",10969
"348","N",0.727337673428926,"NDVI_upper",10969
"349","N",0.727640329004617,"NDVI_upper",10969
"350","N",0.729746438017453,"NDVI_upper",10969
"351","N",0.726240434129706,"NDVI_upper",10969
"352","N",0.730108621540037,"NDVI_upper",10969
"353","N",0.730370731932295,"NDVI_upper",10969
"354","N",0.729105721536828,"NDVI_upper",10969
"355","N",0.728623626661597,"NDVI_upper",10969
"356","N",0.728956428455813,"NDVI_upper",10969
"357","N",0.72676201187186,"NDVI_upper",10969
"358","N",0.726819945392432,"NDVI_upper",10969
"359","N",0.729859886603855,"NDVI_upper",10969
"360","N",0.728501110862358,"NDVI_upper",10969
"361","N",0.729515745278354,"NDVI_upper",10969
"362","N",0.727863096052436,"NDVI_upper",10969
"363","N",0.729481352087831,"NDVI_upper",10969
"364","N",0.72941442853843,"NDVI_upper",10969
"365","N",0.729104779200859,"NDVI_upper",10969
"366","N",0.729849475278961,"NDVI_upper",10969
"367","N",0.729711133969464,"NDVI_upper",10969
"368","N",0.729093219156738,"NDVI_upper",10969
"369","N",0.73026761008736,"NDVI_upper",10969
"370","N",0.728923517630708,"NDVI_upper",10969
"371","N",0.727538800398242,"NDVI_upper",10969
"372","N",0.728078494025105,"NDVI_upper",10969
"373","N",0.726709898350216,"NDVI_upper",10969
"374","N",0.728584961208814,"NDVI_upper",10969
"375","N",0.72793406427593,"NDVI_upper",10969
"376","N",0.730084582144808,"NDVI_upper",10969
"377","N",0.729595507571218,"NDVI_upper",10969
"378","N",0.728247120913014,"NDVI_upper",10969
"379","N",0.72808864596234,"NDVI_upper",10969
"380","N",0.728460276732266,"NDVI_upper",10969
"381","N",0.726253491316657,"NDVI_upper",10969
"382","N",0.726921854260328,"NDVI_upper",10969
"383","N",0.728295738513008,"NDVI_upper",10969
"384","N",0.729337823025871,"NDVI_upper",10969
"385","N",0.725879329248548,"NDVI_upper",10969
"386","N",0.729871932141263,"NDVI_upper",10969
"387","N",0.729185666011213,"NDVI_upper",10969
"388","N",0.729252763522604,"NDVI_upper",10969
"389","N",0.726601343237171,"NDVI_upper",10969
"390","N",0.73093527811492,"NDVI_upper",10969
"391","N",0.729189825790153,"NDVI_upper",10969
"392","N",0.728291052870545,"NDVI_upper",10969
"393","N",0.726530215927466,"NDVI_upper",10969
"394","N",0.729522908373692,"NDVI_upper",10969
"395","N",0.728081039243055,"NDVI_upper",10969
"396","N",0.727272749626114,"NDVI_upper",10969
"397","N",0.72947206414116,"NDVI_upper",10969
"398","N",0.730751858408761,"NDVI_upper",10969
"399","N",0.72847773088662,"NDVI_upper",10969
"400","N",0.7293857404223,"NDVI_upper",10969
"401","N",0.728091806572699,"NDVI_upper",10969
"402","N",0.729710314894633,"NDVI_upper",10969
"403","N",0.730647149065461,"NDVI_upper",10969
"404","N",0.728428568207243,"NDVI_upper",10969
"405","N",0.730371532793559,"NDVI_upper",10969
"406","N",0.728980797121233,"NDVI_upper",10969
"407","N",0.727411324804995,"NDVI_upper",10969
"408","N",0.731146403779542,"NDVI_upper",10969
"409","N",0.730137720294355,"NDVI_upper",10969
"410","N",0.730015984444036,"NDVI_upper",10969
"411","N",0.729015536783151,"NDVI_upper",10969
"412","N",0.727072105377346,"NDVI_upper",10969
"413","N",0.725891991641324,"NDVI_upper",10969
"414","N",0.727168327676229,"NDVI_upper",10969
"415","N",0.72970541245318,"NDVI_upper",10969
"416","N",0.725595592220381,"NDVI_upper",10969
"417","N",0.72926512132729,"NDVI_upper",10969
"418","N",0.730308660827068,"NDVI_upper",10969
"419","N",0.727478917305136,"NDVI_upper",10969
"420","N",0.726376273664228,"NDVI_upper",10969
"421","N",0.729824799425282,"NDVI_upper",10969
"422","N",0.730673478157224,"NDVI_upper",10969
"423","N",0.731170820123918,"NDVI_upper",10969
"424","N",0.730502676522574,"NDVI_upper",10969
"425","N",0.729339846943793,"NDVI_upper",10969
"426","N",0.727601758621829,"NDVI_upper",10969
"427","N",0.727813423321545,"NDVI_upper",10969
"428","N",0.730227549175377,"NDVI_upper",10969
"429","N",0.730921204519787,"NDVI_upper",10969
"430","N",0.732069896295714,"NDVI_upper",10969
"431","N",0.726792781057374,"NDVI_upper",10969
"432","N",0.726506676450224,"NDVI_upper",10969
"433","N",0.728581633119791,"NDVI_upper",10969
"434","N",0.728425065744063,"NDVI_upper",10969
"435","N",0.727938538305011,"NDVI_upper",10969
"436","N",0.728364086095429,"NDVI_upper",10969
"437","N",0.728035136035273,"NDVI_upper",10969
"438","N",0.72771410364042,"NDVI_upper",10969
"439","N",0.726218651174539,"NDVI_upper",10969
"440","N",0.729939981175987,"NDVI_upper",10969
"441","N",0.728416225210772,"NDVI_upper",10969
"442","N",0.729176331159295,"NDVI_upper",10969
"443","N",0.72912004162142,"NDVI_upper",10969
"444","N",0.728890741550742,"NDVI_upper",10969
"445","N",0.730142580749233,"NDVI_upper",10969
"446","N",0.727693088993583,"NDVI_upper",10969
"447","N",0.727732505972926,"NDVI_upper",10969
"448","N",0.729729623207559,"NDVI_upper",10969
"449","N",0.729928276968,"NDVI_upper",10969
"450","N",0.727839806173046,"NDVI_upper",10969
"451","N",0.729988374960829,"NDVI_upper",10969
"452","N",0.727297282564544,"NDVI_upper",10969
"453","N",0.726980464488626,"NDVI_upper",10969
"454","N",0.729800108988954,"NDVI_upper",10969
"455","N",0.726716170924378,"NDVI_upper",10969
"456","N",0.725888599058341,"NDVI_upper",10969
"457","N",0.725682819929135,"NDVI_upper",10969
"458","N",0.728653571776516,"NDVI_upper",10969
"459","N",0.728100466490075,"NDVI_upper",10969
"460","N",0.727952551806053,"NDVI_upper",10969
"461","N",0.728480397225019,"NDVI_upper",10969
"462","N",0.730775277437427,"NDVI_upper",10969
"463","N",0.728982499919527,"NDVI_upper",10969
"464","N",0.728575078398455,"NDVI_upper",10969
"465","N",0.727996027207411,"NDVI_upper",10969
"466","N",0.729324456913336,"NDVI_upper",10969
"467","N",0.728639817498571,"NDVI_upper",10969
"468","N",0.728991474680828,"NDVI_upper",10969
"469","N",0.729693451774773,"NDVI_upper",10969
"470","N",0.725033691915493,"NDVI_upper",10969
"471","N",0.728840526951177,"NDVI_upper",10969
"472","N",0.729422987272228,"NDVI_upper",10969
"473","N",0.73045525932454,"NDVI_upper",10969
"474","N",0.728758622681805,"NDVI_upper",10969
"475","N",0.728167174285117,"NDVI_upper",10969
"476","N",0.729021267931148,"NDVI_upper",10969
"477","N",0.729180600151187,"NDVI_upper",10969
"478","N",0.730381958965975,"NDVI_upper",10969
"479","N",0.728343394680858,"NDVI_upper",10969
"480","N",0.727313475811222,"NDVI_upper",10969
"481","N",0.729198582800585,"NDVI_upper",10969
"482","N",0.731133748616575,"NDVI_upper",10969
"483","N",0.728897004024794,"NDVI_upper",10969
"484","N",0.727917083866741,"NDVI_upper",10969
"485","N",0.726925085356253,"NDVI_upper",10969
"486","N",0.728646023687267,"NDVI_upper",10969
"487","N",0.727382614239201,"NDVI_upper",10969
"488","N",0.72806812950758,"NDVI_upper",10969
"489","N",0.726949957713605,"NDVI_upper",10969
"490","N",0.730187098187968,"NDVI_upper",10969
"491","N",0.728073847517249,"NDVI_upper",10969
"492","N",0.730896843755362,"NDVI_upper",10969
