Scientific_name	Family	Svenskt_namn	Dyntaxa_ID_number	Establishment	Red-listed	Time_of_immigration	Index_of_invasive_concern	Biodiversity_relevance	Nectar_production	Heat_requirement	Cold_requirement	Temp_optimum	Continentality	Light	Moisture	Soil_reaction_pH	Nitrogen	Phosphorus	Salinity	Grazing_mowing	Soil_disturbance	Longevity	Pollinator_dependence	Phenology	Extreme_phenology	Seed_dormancy	Seed_bank	Seed_disperser	Nitrogen_fixation	Photosynthetic_pathway	Mycorrhiza	Carnivory	Parasitism
Melica uniflora Retz.	Poaceae	lundslok	222586	Resident	Not Red-listed	0	0	3	1	11	3	5	5	3	3	4	5	3	1	3	1	4	0b	6	3		1	Passive	0	C3	AM	0	0
Melilotus albus Medik.	Fabaceae	vit sötväppling	221274	Resident	Not Red-listed	3	9,2	4	4	9	2	5	6	7	3	6	4	4	2	3	7	2	1a	8	1	3	4	Passive	1	C3	AM	0	0
Melilotus altissimus Thuill.	Fabaceae	stor sötväppling	221275	Resident	Not Red-listed	1	4	3	4	9	3	6	7	7	5	7	5	4	3	2	7	2	1a	9	2		4	Passive	1	C3	AM	0	0
Melilotus dentatus (Waldst. & Kit.) Pers.	Fabaceae	strandsötväppling	1035	Resident	EN	0	0	3	4	11	6	7	7	7	6	7	5	4	4	5	7	2	1a					Passive	1	C3	AM	0	0
Melilotus officinalis (L.) Lam.	Fabaceae	gul sötväppling	221280	Resident	Not Red-listed	3	8	4	4	9	2	5	6	7	3	7	5	4	2	3	7	2	1a	9	2	3	4	Passive	1	C3	AM	0	0
Melilotus wolgicus Poir.	Fabaceae	rysk sötväppling	221285	Resident	Not Red-listed	6	7,2	3	4					7		7	5	4	2	3	8	2	1a					Passive	1	C3	AM	0	0
Melissa officinalis L.	Lamiaceae	citronmeliss	221286	Non-resident	Not Red-listed			2	4	11	1	3	7	6	4	7	6	3	1	3	5	4	1a	11	4		2	Passive	0	C3	AM	0	0
Mentha × gracilis Sole	Lamiaceae	ädelmynta	1038	Resident	EN	3	7,7	4	5	9	5	8	7	5	7	7	7	5	1	3	7	4	0a	13	6	X		Veg	0	C3	AM	0	0
Mentha × piperita L.	Lamiaceae	pepparmynta	221709	Non-resident	Not Red-listed			4	5	12	1	2	6	6	6	7	7	5	2	3	7	4	0a	13	6	X		Veg	0	C3	AM	0	0
Mentha × rotundifolia (L.) Huds.	Lamiaceae	äppelmynta	224286	Non-resident	Not Red-listed			4	5	12	2	3	4	6	7	7	7	5	2	3	4	4	0a	12	5	X		Veg	0	C3	AM	0	0
Mentha × verticillata L.	Lamiaceae	kransmynta	221710	Resident	Not Red-listed	0	0	4	5	10	3	5	6	5	9	6	6	4	1	3	2	4	0a	11	4	X		Veg	0	C3	AM	0	0
Mentha × villosa Huds.	Lamiaceae	hjärtmynta	224288	Resident	Not Red-listed	5	9,5	4	5	12	1	2	6	7	7	9	7	4	2	3	4	4	0a			X		Veg	0	C3	AM	0	0
Mentha aquatica L.	Lamiaceae	vattenmynta	221711	Resident	Not Red-listed	0	0	4	5	10	2	4	5	5	9	7	7	5	2	3	1	4	2	11	4	3	3	Passive	0	C3	AM	0	0
Mentha arvensis L.	Lamiaceae	åkermynta	221712	Resident	Not Red-listed	0	0	4	5	5	3	8	6	5	7	5	5	4	1	5	6	4	2	10	3		4	Passive	0	C3	AM	0	0
Mentha longifolia (L.) Huds.	Lamiaceae	gråmynta	221713	Resident	Not Red-listed	3	7,7	4	5	13	1	2	3	7	7	7	8	5	2	3	4	4	2	12	5	2		Passive	0	C3	AM	0	0
Mentha spicata L.	Lamiaceae	grönmynta	221715	Resident	Not Red-listed	2	9,2	4	5	12	2	3	7	7	5	6	7	4	2	3	4	4	2	12	5			Passive	0	C3	AM	0	0
Mentha suaveolens Ehrh.	Lamiaceae	rundmynta	1037	Resident	Not Red-listed	4	7,2	4	5	13	2	3	5	6	7	7	7	5	2	3	7	4	2	12	5			Passive	0	C3	AM	0	0
Menyanthes trifoliata L.	Menyanthaceae	vattenklöver	221717	Resident	Not Red-listed	0	0	2	4	3	3	9	5	5	10	5	4	2	1	5	1	4	1	6	3		1	Passive	0	C3	AM	0	0
Mercurialis annua L.	Euphorbiaceae	grenbingel	220252	Resident	Not Red-listed	1	4,4	2	1	13	1	2	5	7	3	7	7	5	1	1	9	1	0b	9	2		4	Passive	0	C3	AM	0	0
Mercurialis perennis L.	Euphorbiaceae	skogsbingel	221987	Resident	Not Red-listed	0	0	2	1	11	3	5	4	1	5	6	7	4	1	1	1	4	0b	3	6	4	1	Passive	0	C3	AM	0	0
Mertensia maritima (L.) Gray	Boraginaceae	ostronört	1039	Resident	CR	0	0	1	5	7	8	10	1	7	6	7	6	3	5	2	5	4				3		Passive	0		AM	0	0
Mertensia sibirica G. Don	Boraginaceae	storfjärva	266204	Resident	Not Red-listed	8	?	1	4	7	12	12	9						1			4						Passive	0	C3	AM	0	0
Meum athamanticum Jacq.	Apiaceae	björnrot	220817	Resident	Not Red-listed	6	3	2	6	8	4	7	1	6	4	5	6	3	2	3	4	4	2					Passive	0	C3	AM	0	0
Micranthes foliolosa (R. Br.) Gornall	Saxifragaceae	groddbräcka	223382	Resident	Not Red-listed	0	0	1		2	17	17		5	8	6		3	1		7	4	0a					Passive	0	C3		0	0
Micranthes nivalis (L.) Small	Saxifragaceae	fjällbräcka	223387	Resident	Not Red-listed	0	0	1		1	15	17		6	4	7		2	1		7	4					4	Passive	0	C3		0	0
Micranthes stellaris (L.) Galasso, Banfi & Soldano	Saxifragaceae	stjärnbräcka	223393	Resident	Not Red-listed	0	0	1		2	16	17		5	8	5		3	1		7	4						Passive	0	C3		0	0
Micranthes tenuis (Wahlenb.) Small	Saxifragaceae	spädbräcka	223394	Resident	Not Red-listed	0	0	1		1	16	17		5	7	7		2	1		7	4					1	Passive	0	C3		0	0
Milium effusum L.	Poaceae	hässlebrodd	219851	Resident	Not Red-listed	0	0	4	1	4	3	8	5	3	4	4	7	5	2	3	1	4	0b	7	2	2	3	Passive	0	C3	AM	0	0
Milium vernale M. Bieb.	Poaceae	sandbrodd	222588	Resident	EN	0	0	1	1	13	2	3	4	7	4	8	3	2	1	6	6	1	0b					Passive	0	C3	AM	0	0
Misopates orontium (L.) Raf.	Plantaginaceae	kalvnos	1060	Resident	NT	1	4	2	3	13	1	2	5	7	4	7	6	3	1	2	7	1	1a	10	3	2		Passive	0	C3	AM	0	0
Moehringia lateriflora (L.) Fenzl	Caryophyllaceae	ryssnarv	1062	Resident	VU	0	0	1	3	6	10	12	9	4	7	4	5	5	1	3	4	3	0c			2		Passive	0	C3	None	0	0
Moehringia trinervia (L.) Clairv.	Caryophyllaceae	skogsnarv	220823	Resident	Not Red-listed	0	0	3	3	9	3	6	3	3	4	5	6	5	1	4	7	3	0c	5	4		3	Passive	0	C3	None	0	0
Molinia caerulea (L.) Moench	Poaceae	blåtåtel	220825	Resident	Not Red-listed	0	0	4	1	3	3	9	5	4	7	3	3	2	2	5	2	4	0b	11	4	1	2	Passive	0	C3	AM	0	0
Molopospermum peleponnesiacum (L.) W. D. J. Koch	Apiaceae	alpkörvel	220826	Resident	Not Red-listed	6	16,4	1	7	11	4	6	5	4	3	6	5	3	1	4	3	4	2			4		Passive	0	C3	AM	0	0
Moneses uniflora (L.) A. Gray	Ericaceae	ögonpyrola	221725	Resident	Not Red-listed	0	0	1	1	5	4	9	6	2	4	5	2	3	1	1	1	4	1	8	1			AirD	0	C3	PyrM	0	0
Monotropa hypopitys ssp. hypophegea	Ericaceae	Kal tallört	6002870	Resident	Not Red-listed	0	0	1		8	3	6	4	2	5	7	2	1	1	3	1	4	1a	10	3			AirD	0	C3	MonM	0	0
Monotropa hypopitys ssp. hypopitys	Ericaceae	vanlig tallört	224099	Resident	Not Red-listed	0	0	1		8	3	6	6	2	3	2	2	1	1	3	1	4	1a	10	3		1	AirD	0	C3	MonM	0	0
Montia arvensis Wallr.	Montiaceae	vårkällört	1064	Resident	Not Red-listed	0	0	1	3	13	4	5	4	7	5	6	5	3	2	5	7	1	0c	5	4	2		Passive	0	C3	AM	0	0
Montia fontana L.	Montiaceae	källört	220828	Resident	Not Red-listed	0	0	1	3	5	2	7	5	6	7	4	5	3	2	6	7	1	0c	7	2		3	Passive	0	C3	AM	0	0
Muscari armeniacum Leichtlin ex Baker	Asparagaceae	armenisk pärlhyacint	223502	Resident	Not Red-listed	5	11,3	1	4	11	3	5	6	5	2	6	5	4	2	4	6	4	1a	4	5	3		Passive	0	C3	AM	0	0
Muscari azureum Fenzl	Asparagaceae	dvärghyacint	219852	Resident	Not Red-listed	6	7,4	1	4	12	5	6	6		3	6		4	1	4		4	1a	4	5			Passive	0	C3	AM	0	0
Muscari botryoides (L.) Mill.	Asparagaceae	pärlhyacint	219853	Resident	Not Red-listed	2	7,7	1	4	9	3	6	4	5	4	6	6	4	1	4	5	4	1a	4	5	3		Passive	0	C3	AM	0	0
Muscari latifolium J.Kirk	Asparagaceae	bredbladig pärlhyacint	235023	Non-resident	Not Red-listed			1	4	11	5	7	6	5	4	6	6	4	1	4	6	4	1a	5	4			Passive	0	C3	AM	0	0
Myosotis arvensis (L.) Hill	Boraginaceae	åkerförgätmigej	220257	Resident	Not Red-listed	0	0	3	4	3	3	9	4	5	5	6	6	3	1	3	8	1	0c	6	3		3	Adh	0	C3	AM	0	0
Myosotis decumbens Host	Boraginaceae	fjällförgätmigej	221541	Resident	Not Red-listed	0	0	1	5	3	13	15		5	5	6	6	4	1	5	5	4	0c					Adh	0	C3	AM	0	0
Myosotis discolor Pers.	Boraginaceae	brokförgätmigej	221542	Resident	Not Red-listed	0	0	2	4	10	2	4	4	6	5	6	6	4	1	4	8	1	1	5	4		3	Adh	0	C3	AM	0	0
Myosotis laxa Lehm.	Boraginaceae	sumpförgätmigej	221543	Resident	Not Red-listed	0	0	2	4	5	3	8	5	5	9	6	6	4	2	5	7	1	0c	9	2		4	Water	0	C3	AM	0	0
Myosotis ramosissima Rochel	Boraginaceae	backförgätmigej	221545	Resident	Not Red-listed	0	0	2	4	10	2	4	4	7	3	6	4	3	1	4	8	1	0c	5	4	2	3	Adh	0	C3	AM	0	0
Myosotis scorpioides L.	Boraginaceae	äkta förgätmigej	221546	Resident	Not Red-listed	0	0	3	5	7	4	8	5	5	9	5	7	5	2	4	4	4	1	7	2		3	Water	0	C3	AM	0	0
Myosotis stricta Link ex Roem. & Schult.	Boraginaceae	vårförgätmigej	221548	Resident	Not Red-listed	0	0	2	4	8	2	5	4	7	3	5	5	3	1	4	8	1	0c	5	4		3	Adh	0	C3	AM	0	0
Myosotis sylvatica Ehrh. ex Hoffm.	Boraginaceae	skogsförgätmigej	221549	Resident	Not Red-listed	2	9,2	3	5	11	3	5	5	4	5	6	7	4	1	2	6	3	0c	6	3		1	Adh	0	C3	AM	0	0
Myosoton aquaticum (L.) Moench	Caryophyllaceae	sprödarv	221550	Resident	Not Red-listed	0	0	3	3	10	3	5	7	4	7	6	8	5	1	1	6	4	1	10	3	2	4	Passive	0	C3	None	0	0
Myosurus minimus L.	Ranunculaceae	råttsvans	220831	Resident	Not Red-listed	0	0	1	2	8	3	6	7	6	6	6	7	4	2	6	8	1	0c	4	5		2	Passive	0	C3	AM	0	0
Myrica gale L.	Myricaceae	pors	222859	Resident	Not Red-listed	0	0	5	2	8	4	7	4	5	9	4	1	4	2	3	2	4	0b	5	4		1		1	C3	AM	0	0
Myricaria germanica (L.) Desv.	Tamaricaceae	klådris	1898	Resident	NT	0	0	1		4	7	11	6	7	10	7	4	3	1	2	7	4						AirP			AM	0	0
Myriophyllum alterniflorum DC.	Haloragaceae	hårslinga	220832	Resident	Not Red-listed	0	0	1	1	4	2	7	5	5	11	4	4	3	1	4		4	0b	8	1			Water	0	C3	None	0	0
Myriophyllum hippuroides Nutt. ex Torr. & A. Gray	Haloragaceae	hästsvansslinga	259679	Resident	Not Red-listed	6	18,8	1	1				7		11			4	1	4		4	0b					Water	0	C3	None	0	0
Myriophyllum sibiricum Kom.	Haloragaceae	knoppslinga	223346	Resident	Not Red-listed	0	0	1	1	4	7	11	7	7	11	7	5	3	3	4	4	4	0b				1	Water	0	C3	None	0	0
Myriophyllum spicatum L.	Haloragaceae	axslinga	223347	Resident	Not Red-listed	0	0	1	1	9	2	5	4	7	12	8	5	4	2	4	2	4	0b	8	1	4	1	Water	0	C3	None	0	0
Myriophyllum verticillatum L.	Haloragaceae	kransslinga	223348	Resident	Not Red-listed	0	0	1	1	7	2	6	7	6	12	7	8	5	2	4	2	4	0b	10	3			Water	0	C3	None	0	0
Myrrhis odorata (L.) Scop.	Apiaceae	spansk körvel	223349	Resident	Not Red-listed	1	9,2	2	5	10	4	6	5	5	4	5	7	5	1	3	2	4	2	7	2	4	2	Passive	0	C3	AM	0	0
Najas flexilis (Willd.) Rostk. & W. L. E. Schmidt	Hydrocharitaceae	sjönajas	1077	Resident	VU	0	0	1	1	8	7	9	5	7	11	7	5	3	1	4		1	0b	10	3	4	3	Water	0	C3	None	0	0
Najas marina L.	Hydrocharitaceae	havsnajas	219579	Resident	Not Red-listed	0	0	1	1	9	7	9	7	7	12	8	6	4	4	4			0b			4		Water	0	C3	None	0	0
Narcissus × incomparabilis Mill.	Amaryllidaceae	stjärnnarciss	219857	Resident	Not Red-listed	6	8,8	1	5	11	3	5	4	4	6	6	7	4	1	5	3	4	2a	5	4			Passive	0	C3	AM	0	0
Narcissus poëticus L.	Amaryllidaceae	pingstlilja	219859	Resident	Not Red-listed	2	6,8	1	5	10	3	5	4	4	7	6	8	5	1	5	3	4	2a	6	3			Passive	0	C3	AM	0	0
Narcissus pseudonarcissus L.	Amaryllidaceae	påsklilja	219860	Resident	Not Red-listed	2	8	1	5	11	3	5	3	4	6	5	5	4	1	5	3	4	2a	3	6			Passive	0	C3	AM	0	0
Nardus stricta L.	Poaceae	stagg	219861	Resident	Not Red-listed	0	0	2	1	2	4	10	5	5	6	3	2	2	1	6	3	4	0b	9	2	4	2	Passive	0	C3	AM	0	0
Narthecium ossifragum (L.) Huds.	Nartheciaceae	myrlilja	222592	Resident	Not Red-listed	0	0	1	1	6	4	8	2	5	8	1	2	2	1	3	4	4	0c	11	4		2	Passive	0	C3	AM	0	0
Nasturtium × sterile (Airy Shaw) Oefelein	Brassicaceae	vinterfräne	220564	Resident	Not Red-listed	0	0	1	3	13	1	2	4	7	9	7	8	5	2	4	5	4	0a					Passive	0	C3	None	0	0
Nasturtium microphyllum (Boenn. ex Rchb.) Rchb.	Brassicaceae	bäckfräne	1394	Resident	CR	0	0	1	3	13	1	2	3	7	9	7	8	5	2	4	5	4	1				2	Passive	0	C3	None	0	0
Nasturtium officinale W. T. Aiton	Brassicaceae	källfräne	1395	Resident	VU	0	0	3	3	13	1	2	4	6	10	7	8	5	2	3	4	4	0c	8	1	2	2	Passive	0	C3	None	0	0
Neotinea ustulata (L.) R. M. Bateman et al.	Orchidaceae	krutbrännare	221119	Resident	Not Red-listed	0	0	1	1	12	3	4	6	7	3	8	3	2	1	7	3	4					1	AirD	0	C3	OrkM	0	0
Neottia cordata (L.) Rich.	Orchidaceae	spindelblomster	221952	Resident	Not Red-listed	0	0	1	4	5	7	11	5	3	6	4	2	3	1	2	3	4						AirD	0	C3	OrkM	0	0
Neottia nidus-avis (L.) Rich.	Orchidaceae	nästrot	219862	Resident	Not Red-listed	0	0	1	4	8	3	6	3	1	4	7	3	1	1	4	1	4	1	8	1			AirD	0	C3	OrkM	0	0
Neottia ovata (L.) Buff. & Fingerh.	Orchidaceae	tvåblad	219847	Resident	Not Red-listed	0	0	1	4	5	3	8	5	4	5	6	5	3	1	4	4	4	2	7	2		1	AirD	0	C3	OrkM	0	0
Nepeta × faassenii Bergmans ex Stearn	Lamiaceae	kantnepeta	221728	Non-resident	Not Red-listed			1	6	11	3	5	7	7	2	7	5	2	2	3	7	4	2a					Passive	0	C3	AM	0	0
Nepeta cataria L.	Lamiaceae	kattmynta	1082	Resident	EN	1	4	3	5	11	3	5	6	7	3	7	8	5	2	1	7	3	1a	11	4	2	3	Passive	0	C3	AM	0	0
Nepeta grandiflora M. Bieb.	Lamiaceae	blånepeta	221729	Resident	Not Red-listed	3	8	1	6	10	5	7	7	6	4	7	6	3	1	3	7	4	1a	12	5	2		Passive	0	C3	AM	0	0
Nepeta racemosa Lam.	Lamiaceae	bergnepeta	221731	Non-resident	Not Red-listed			1	6	12	3	4	7	7	2	7	5	2	2	3	7	4	2a	6	3			Passive	0	C3	AM	0	0
Nepeta sibirica L.	Lamiaceae	stor drakblomma	221630	Non-resident	Not Red-listed			1	6	7	6	9	8	7	4		7	4	1	2	8	4						Passive	0	C3	AM	0	0
Neslia paniculata (L.) Desv.	Brassicaceae	korndådra	1084	Resident	EN	1	4	2	4	12	2	3	6	6	4	6	5	5	2	1	9	1	0c	9	2	1	3	Passive	0	C3	None	0	0
Nicandra physalodes (L.) Gaertn.	Solanaceae	ballongblomma	220568	Resident	Not Red-listed	4	10,4	1		11	1	3	5	7	4	7	9	5	2	3	9	1	0c	11	4	1		Passive	0	C3	AM	0	0
Nigella damascena L.	Ranunculaceae	jungfrun i det gröna	222860	Non-resident	Not Red-listed			1	3	14	2	2	5	7	3	7	8	5	1	2	9	1	1a	12	5	2	1	Passive	0	C3	AM	0	0
Noccaea caerulescens (J. Presl & C. Presl) F. K. Mey	Brassicaceae	backskärvfrö	220607	Resident	Not Red-listed	3	11,6	1	3	3	7	12	7	5	2	4	3	4	1	3	4	3	1	3	6			Passive	0	C3	None	0	0
Noccaea perfoliata (L.) F.K.Mey	Brassicaceae	vårskärvfrö	220609	Resident	Not Red-listed	1	4	1	3	12	2	3	7	5	2	8	3	4	1	3	8	1	0c	4	5	1		Passive	0	C3	None	0	0
Nonea lutea (Desr.) DC.	Boraginaceae	gulnonnea	223457	Non-resident	Not Red-listed			1	5	13	3	4	6	7	2	7	7	5	2	2	8	1		4	5	2		Myr	0	C3	AM	0	0
Nonea pulla DC.	Boraginaceae	svartnonnea	221551	Resident	Not Red-listed	5	8	1	5	11	5	7	8	7	3	8	8	4	2	2	9	1	2a				1	Myr	0	C3	AM	0	0
Nonea versicolor (Steven) Sweet	Boraginaceae	nonnea	1094	Resident	Not Red-listed	3	6,5	1	5	9	4	7	6	7	3	7	7	5	2	2	9	1		10	3	3		Myr	0	C3	AM	0	0
Nuphar advena (Aiton) W. T. Aiton	Nymphaeaceae	sextalig näckros	6012036	Resident	Not Red-listed	8	15	1	4						12			5	1	4		4	2					Water	0	C3	None	0	0
Nuphar lutea (L.) Sm.	Nymphaeaceae	gul näckros	221553	Resident	Not Red-listed	0	0	2	4	6	3	7	6	6	12	6	6	5	2	4		4	2	8	1	4	1	Water	0	C3	None	0	0
Nuphar pumila (Timm) DC.	Nymphaeaceae	dvärgnäckros	222108	Resident	Not Red-listed	0	0	1	4	4	8	12	5	6	12	6	6	5	1	4		4	2				1	Water	0	C3	None	0	0
Nymphaea × marliacea Lat.-Marl.	Nymphaeaceae	parknäckros	6012037	Non-resident	Not Red-listed			1	4					7	12			4	1	4		4	0c	10	3			Water	0	C3	None	0	0
Nymphaea × thiona D. B. Ward	Nymphaeaceae	svavelnäckros	6012038	Resident	Not Red-listed	8	13,1	1	4						12			4	1	4		4	0c					Water	0	C3	None	0	0
Nymphaea alba L.	Nymphaeaceae	vit näckros	221733	Resident	Not Red-listed	0	0	2	4	6	3	7	5	6	12	4	5	4	1	4		4	2	8	1	3	1	Water	0	C3	None	0	0
Nymphoides peltata (S. G. Gmel.) Kuntze	Menyanthaceae	sjögull	222110	Resident	Not Red-listed	4	14,2	1	4	11	4	6	5	7	12	6	7	4	1	4		4	1	10	3	4	2	Water	0	C3	AM	0	0
Odontites litoralis (Fr.) Fr.	Orobanchaceae	strandrödtoppa	221734	Resident	Not Red-listed	0	0	1	3	9	7	9	7	7	7	8	4	3	4	4	8	1	1a	8	1			Passive	0	C3	None	0	1
Odontites vernus (Bellardi) Dumort.	Orobanchaceae	åkerrödtoppa	221735	Resident	NT	0	0	2	3	10	3	5	5	7	5	6	5	4	2	3	8	1	1a	11	4	4	3	Passive	0	C3	None	0	1
Odontites vulgaris Moench	Orobanchaceae	gatrödtoppa	221736	Resident	Not Red-listed	0	0	2	4	9	3	6	6	7	5	6	4	4	2	3	8	1	1a	11	4		3	Passive	0	C3	None	0	1
Oenanthe aquatica (L.) Poir.	Apiaceae	vattenstäkra	221737	Resident	Not Red-listed	0	0	3	5	10	3	5	6	4	10	6	8	5	2	3	6	2	1	10	3		2	Passive	0	C3	AM	0	0
Oenanthe fistulosa L.	Apiaceae	pipstäkra	1098	Resident	EN	0	0	2	5	12	2	3	4	6	10	7	6	3	2	3	6	4	1	10	3		1	Adh	0	C3	AM	0	0
Oenanthe lachenalii C. C. Gmel.	Apiaceae	smalstäkra	1099	Resident	VU	0	0	1	5	13	3	4	2	6	9	8	7	4	3	3		4	1			2		Passive	0	C3	AM	0	0
Oenothera biennis L. agg.	Onagraceae	äkta nattljus	222092	Resident	Not Red-listed	2	9,5	2	5	10	3	5	6	7	2	5	6	5	2	3	7	2	0c	9	2		4	Passive	0	C3	AM	0	0
Oenothera glazioviana P. Micheli ex Mart.	Onagraceae	jättenattljus	222097	Resident	Not Red-listed	5	10,4	1	5	12			5	7	3	6	7	4	2	3	7	2	1ab	9	2	2	4	Passive	0	C3	AM	0	0
Omphalodes verna Moench	Boraginaceae	ormöga	221554	Resident	Not Red-listed	4	12,5	1	4	10	4	6	5	2	5	5	6	5	1	1	1	4	0a	4	5			Veg	0	C3	AM	0	0
Onobrychis viciifolia Scop.	Fabaceae	esparsett	1111	Resident	Not Red-listed	3	6,4	4	4	12	3	4	6	7	2	7	2	4	1	3	4	4	1a			1	2	Bird	1	C3	AM	0	0
Onoclea sensibilis L.	Onocleaceae	pärlbräken	221288	Non-resident	Not Red-listed			1	1	11	3	5	6	3	7	6	6	3	1	1	1	4	0b					AirD	0	C3	AM	0	0
Ononis spinosa ssp. hircina	Fabaceae	stallört	224145	Resident	NT	0	0	4	5	11	6	7	6	6	5	7	4	3	3	6	4	4	1a	9	2	1	1	Expl	1	C3	AM	0	0
Ononis spinosa ssp. procurrens	Fabaceae	puktörne	230665	Resident	Not Red-listed	0	0	4	5	11	3	5	4	6	3	7	2	3	2	6	3	4	1a	9	2		1	Expl	1	C3	AM	0	0
Ononis spinosa ssp. spinosa	Fabaceae	busktörne	220857	Resident	Not Red-listed	0	0	4	5	13	4	5	4	7	5	7	3	3	2	7	3	4	1a	9	2		1	Expl	1	C3	AM	0	0
Onopordum acanthium L.	Asteraceae	ulltistel	1113	Resident	Not Red-listed	1	4	4	7	11	3	5	6	7	2	7	8	5	2	5	8	2	2	10	3	2	4	Passive	0	C3	AM	0	0
Ophioglossum vulgatum L.	Ophioglossaceae	ormtunga	220261	Resident	Not Red-listed	0	0	1	1	9	2	5	5	5	7	8	4	3	3	5	4	4	0b	10	3			AirD	0	C3	AM	0	0
Ophrys apifera Huds.	Orchidaceae	biblomster	264979	Non-resident	Not Red-listed			1	1	13	2	3	4	7		8	5	2	1	6		4	0c					AirD	0	C3	OrkM	0	0
Ophrys insectifera L.	Orchidaceae	flugblomster	222118	Resident	Not Red-listed	0	0	1	1	8	4	7	4	6	7	8	2	1	1	6	4	4	2a	8	1			AirD	0	C3	OrkM	0	0
Orchis mascula L.	Orchidaceae	Sankt Pers nycklar	219864	Resident	Not Red-listed	0	0	1	1	10	2	4	3	4	4	7	4	2	1	6	3	4	2a	5	4		1	AirD	0	C3	OrkM	0	0
Orchis militaris L.	Orchidaceae	johannesnycklar	219865	Resident	Not Red-listed	0	0	1	1	10	3	5	8	5	4	8	5	4	1	5	6	4	2	7	2			AirD	0	C3	OrkM	0	0
Orchis spitzelii Saut. ex W. D. J. Koch	Orchidaceae	alpnycklar	1122	Resident	VU	0	0	1	1	13	4	5	8	4	3	8	2	1	1	4	5	4	2					AirD	0	C3	OrkM	0	0
Origanum vulgare L.	Lamiaceae	kungsmynta	221738	Resident	Not Red-listed	0	0	4	6	8	3	6	4	6	2	6	4	3	2	2	4	4	2	10	3		3	Passive	0	C3	AM	0	0
Ornithogalum boucheanum (Kunth) Asch.	Asparagaceae	skymningsstjärna	219696	Resident	Not Red-listed	6	10,4	1	4	12	6	7	6	5	3	6	7	4	1	3	6	4	1	5	4			Passive	0	C3	AM	0	0
Ornithogalum divergens Boreau	Asparagaceae	spärrmorgonstjärna	219868	Resident	Not Red-listed	6	9,6	1	3	11	3	5	6	5	3	6	7	4	1	3	7	4		7	2			Passive	0	C3	AM	0	0
Ornithogalum narbonense L.	Asparagaceae	fransk stjärnlök	264354	Resident	Not Red-listed	6	9,6	2	3					5	4	6	6	4	1	3		4						Passive	0	C3	AM	0	0
Ornithogalum nutans L.	Asparagaceae	aftonstjärna	219869	Resident	Not Red-listed	2	9	2	4	11	3	5	6	5	4	7	7	5	1	3	6	4	1	5	4			Passive	0	C3	AM	0	0
Ornithogalum umbellatum L.	Asparagaceae	morgonstjärna	219872	Resident	Not Red-listed	2	7,7	2	3	10	2	4	4	4	5	6	6	4	1	3	6	4	1	7	2		1	Passive	0	C3	AM	0	0
Ornithopus perpusillus L.	Fabaceae	dvärgserradella	1123	Resident	Not Red-listed	3	6,8	1	3	12	3	4	4	7	2	4	2	3	1	4	8	1	0c	8	1	2	2	Passive	1	C3	AM	0	0
Orobanche alba Stephan ex Willd.	Orobanchaceae	timjansnyltrot	1124	Resident	NT	0	0	1	3	13	2	3	5	6	2	8		2	1	4		4	0c	11	4			AirD	0		None	0	2
Orobanche amethystea Thuill.	Orobanchaceae	ametistsnyltrot	221740	Resident	Not Red-listed	5	12	1	3	13	2	3	4					3	1	4		4	1a					AirD	0		None	0	2
Orobanche elatior Sutton	Orobanchaceae	klintsnyltrot	1125	Resident	EN	0	0	1	3	13	3	4	6	7	3	7		3	1	4	2	4	0c	8	1			AirD	0		None	0	2
Orobanche flava Mart. ex F. W. Schultz	Orobanchaceae	skråpsnyltrot	221745	Non-resident	Not Red-listed			1	3	13	5	6	6		6	7		3	1	4		4	1a					AirD	0		None	0	2
Orobanche hederae Duby	Orobanchaceae	murgrönssnyltrot	221747	Resident	Not Red-listed	7	10,4	1	3	13	2	3	4		3	7		3	1	4		4	0c					AirD	0		None	0	2
Orobanche lucorum F. W. Schultz	Orobanchaceae	berberissnyltrot	221748	Resident	Not Red-listed	6	9,5	1	3	12	4	5	7		3	7		3	1	4		4	1a					AirD	0		None	0	2
Orobanche minor Sm.	Orobanchaceae	klöversnyltrot	1126	Resident	Not Red-listed	4	10,3	1	3	13	1	2	4		3	6		3	1	4		4	0c					AirD	0		None	0	2
Orobanche purpurea Jacq.	Orobanchaceae	röllikesnyltrot	1128	Resident	CR	5	11,4	1	3	13	2	3	5	7	3			3	1	4		4	0c					AirD	0		None	0	2
Orobanche reticulata Wallr.	Orobanchaceae	tistelsnyltrot	1129	Resident	EN	0	0	1	3	11	3	5	6	4	7	7	6	3	1	4		4	0c				1	AirD	0		None	0	2
Orontium aquaticum L.	Araceae	guldkolv	221754	Resident	Not Red-listed	6	15	1						7	11				1	3		4				2			0			0	0
Orthilia secunda (L.) House	Ericaceae	björkpyrola	219581	Resident	Not Red-listed	0	0	1	1	3	4	10	5	4	4	3	2	4	1	4	4	4	1	8	1		1	AirD	0	C3	PyrM	0	0
Osmunda regalis L.	Osmundaceae	safsa	222593	Resident	Not Red-listed	0	0	1	1	10	2	4	4	4	9	4	4	3	1	1	2	4	0b	10	3		1	AirD	0	C3	AM	0	0
Othocallis amoena (L.) Trávn.	Asparagaceae	tuvig blåstjärna	219886	Resident	Not Red-listed	4	12	1	3	11	4	6	6	2	4	7	7	5	1	4	3	4		6	3			Myr	0	C3	AM	0	0
