"","ind","reg","per","low","med","upp","names_plot"
"102","rein","W",6,0.314441981290879,0.441831363728402,0.622814596756841,"Rein"
"103","snodekke","C",6,0.71225959709384,0.96897965916625,1,"Snødekkets varighet"
"104","snodekke","E",6,0.667072170329669,0.884965263857894,0.981094569826228,"Snødekkets varighet"
"105","snodekke","N",6,0.596312553297819,0.873613549695782,1,"Snødekkets varighet"
"106","snodekke","Norge",6,0.596312553297819,0.86599990811119,1,"Snødekkets varighet"
"107","snodekke","S",6,0.591063511355944,0.787515363607791,0.923557356419876,"Snødekkets varighet"
"108","snodekke","W",6,0.686051975440946,0.840858693665332,0.921358187142012,"Snødekkets varighet"
"109","snodybde","C",6,0.845429239090097,0.964542169513949,1,"Snødybde"
"110","snodybde","E",6,0.798539956586577,0.969263497231918,1,"Snødybde"
"111","snodybde","N",6,0.963147655223543,1,1,"Snødybde"
"112","snodybde","Norge",6,0.798539956586577,1,1,"Snødybde"
"113","snodybde","S",6,0.762578676607517,0.910939201876119,1,"Snødybde"
"114","snodybde","W",6,0.904848755836171,0.973075822705729,1,"Snødybde"
"115","smaagnagere","C",6,0.029070091,0.04734171,0.08286830625,"Smågnagere"
"116","smaagnagere","E",6,0.0563397040667339,0.102979518615626,0.160720024762879,"Smågnagere"
"117","smaagnagere","N",6,0.03412171675,0.067341295,0.10242866,"Smågnagere"
"118","smaagnagere","Norge",6,0.0816123281229382,0.10923246644886,0.137841223827085,"Smågnagere"
"119","smaagnagere","S",6,0.208767376079652,0.346557243209667,0.475257105424586,"Smågnagere"
"120","smaagnagere","W",6,0.13846647461174,0.224677232640463,0.308029916252103,"Smågnagere"
"121","varmekrav","C",6,0.357919120877917,0.424234103996286,0.491530009482133,"Vegetasjonens varmekrav"
"122","varmekrav","E",6,0.290026590985637,0.356236806300271,0.433911694672111,"Vegetasjonens varmekrav"
"123","varmekrav","N",6,0.424788464023578,0.47082827480265,0.522234097092655,"Vegetasjonens varmekrav"
"124","varmekrav","Norge",6,0.411491052928559,0.444119519339389,0.475720345767606,"Vegetasjonens varmekrav"
"125","varmekrav","S",6,0.238106642599813,0.37602125736533,0.484150428182604,"Vegetasjonens varmekrav"
"126","varmekrav","W",6,0.413001729377644,0.516830400819515,0.619684938644168,"Vegetasjonens varmekrav"
"127","vinterregn","C",6,0.91093775219878,0.963924152789379,1,"Vinterregn"
"128","vinterregn","E",6,1,1,1,"Vinterregn"
"129","vinterregn","N",6,0.793486846546103,0.793486846546103,1,"Vinterregn"
"130","vinterregn","Norge",6,0.793486846546103,1,1,"Vinterregn"
"131","vinterregn","S",6,1,1,1,"Vinterregn"
"132","vinterregn","W",6,0.981956809703743,1,1,"Vinterregn"
