"","OBJECTID","SSBID","ANOID","RSIZE","ROW","COL","XCOOR","YCOOR","ANONUM","PakkeNr","Overvåkingsår","CountyNr","MunicNr","CountyName","Region.x","RegionNr","Kommune_OLD","Kommune","Fylke","Region.y","refs_blabar"
"211",177,28250007670000,"ANO0629",500,1864,2504,825250,7670250,629,1,2020,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"212",908,21770006619000,"ANO0634",500,568,402,177250,6619250,634,3,2020,8,3808,"Telemark nor","S",4,807,"NOTODDEN","Telemark","Sørlandet",12.5
"213",878,21885006704500,"ANO0636",500,591,573,188750,6704750,636,3,2020,6,3039,"Buskerud nor","E",5,615,"FLÅ","Buskerud","Østlandet",12.5
"214",368,21200007004000,"ANO0637",500,454,1172,120250,7004250,637,2,2020,15,1554,"Møre og Romsdal  nor","C",2,1554,"AVERØY","Møre_og_Romsdal","Midt-Norge",12.5
"215",940,23000006834000,"ANO0640",500,814,832,300250,6834250,640,3,2020,4,3424,"Hedmark nor","E",5,432,"RENDALEN","Hedmark","Østlandet",10
"216",826,23165006861500,"ANO0644",500,847,887,316750,6861750,644,3,2020,4,3424,"Hedmark nor","E",5,432,"RENDALEN","Hedmark","Østlandet",10
"217",858,22295006888500,"ANO0645",500,673,941,229750,6888750,645,3,2020,5,3431,"Oppland nor","E",5,511,"DOVRE","Oppland","Østlandet",10
"218",280,29950007851000,"ANO0671",500,2204,2866,995250,7851250,671,1,2020,20,5441,"Finnmark nor 1","N",1,2025,"DEATNU_TANA","Finnmark","Nord-Norge",2.5
"219",470,20305006953000,"ANO0678",500,275,1070,30750,6953250,678,2,2020,15,1516,"Møre og Romsdal  nor","C",2,1516,"ULSTEIN","Møre_og_Romsdal","Midt-Norge",12.5
"220",865,23060006702000,"ANO0686",500,826,568,306250,6702250,686,3,2020,4,3414,"Hedmark nor","E",5,418,"NORD-ODAL","Hedmark","Østlandet",12.5
"221",335,28225007767500,"ANO0694",500,1859,2699,822750,7767750,694,1,2020,20,5403,"Finnmark nor 1","N",1,2012,"ALTA","Finnmark","Nord-Norge",2.5
"222",305,24790007615000,"ANO0696",500,1172,2394,479250,7615250,696,1,2020,18,1867,"Nordland nor","N",1,1867,"BØ_(N.)","Nordland","Nord-Norge",5
"223",259,25625007579500,"ANO0713",500,1339,2323,562750,7579750,713,1,2020,18,1806,"Nordland nor","N",1,1805,"NARVIK","Nordland","Nord-Norge",5
"224",259,25625007579500,"ANO0713",500,1339,2323,562750,7579750,713,1,2020,18,1806,"Nordland nor","N",1,1850,"TYSFJORD","Nordland","Nord-Norge",5
"225",259,25625007579500,"ANO0713",500,1339,2323,562750,7579750,713,1,2020,18,1806,"Nordland nor","N",1,1854,"BALLANGEN","Nordland","Nord-Norge",5
"226",648,22850007122000,"ANO0715",500,784,1408,285250,7122250,715,2,2020,50,5058,"Trøndelag nor","C",2,1630,"ÅFJORD","Sør-Trøndelag","Midt-Norge",12.5
"227",648,22850007122000,"ANO0715",500,784,1408,285250,7122250,715,2,2020,50,5058,"Trøndelag nor","C",2,1632,"ROAN","Sør-Trøndelag","Midt-Norge",12.5
"228",664,24525007135500,"ANO0717",500,1119,1435,452750,7135750,717,2,2020,50,5042,"Trøndelag nor","C",2,1738,"LIERNE","Nord-Trøndelag","Midt-Norge",12.5
"229",757,21210006724500,"ANO0736",500,456,613,121250,6724750,736,3,2020,6,3044,"Buskerud nor","E",5,620,"HOL","Buskerud","Østlandet",10
"230",303,24820007617500,"ANO0747",500,1178,2399,482250,7617750,747,1,2020,18,1867,"Nordland nor","N",1,1867,"BØ_(N.)","Nordland","Nord-Norge",5
"231",159,26405007653500,"ANO0748",500,1495,2471,640750,7653750,748,1,2020,19,5416,"Troms nor 1","N",1,1922,"BARDU","Troms","Nord-Norge",5
"232",36,24165007532500,"ANO0754",500,1047,2229,416750,7532750,754,1,2020,18,1874,"Nordland nor","N",1,1874,"MOSKENES","Nordland","Nord-Norge",5
"233",624,22540007113500,"ANO0785",500,722,1391,254250,7113750,785,2,2020,50,5058,"Trøndelag nor","C",2,1630,"ÅFJORD","Sør-Trøndelag","Midt-Norge",12.5
"234",624,22540007113500,"ANO0785",500,722,1391,254250,7113750,785,2,2020,50,5058,"Trøndelag nor","C",2,1632,"ROAN","Sør-Trøndelag","Midt-Norge",12.5
"235",195,23750007218000,"ANO0796",500,964,1600,375250,7218250,796,1,2020,18,1811,"Nordland nor","N",1,1811,"BINDAL","Nordland","Nord-Norge",10
"236",991,22185006779000,"ANO0800",500,651,722,218750,6779250,800,3,2020,5,3448,"Oppland nor","E",5,538,"NORDRE_LAND","Oppland","Østlandet",12.5
"237",378,22390007009500,"ANO0821",500,692,1183,239250,7009750,821,2,2020,50,5059,"Trøndelag nor","C",2,1622,"AGDENES","Sør-Trøndelag","Midt-Norge",12.5
"238",378,22390007009500,"ANO0821",500,692,1183,239250,7009750,821,2,2020,50,5059,"Trøndelag nor","C",2,1636,"MELDAL","Sør-Trøndelag","Midt-Norge",12.5
"239",378,22390007009500,"ANO0821",500,692,1183,239250,7009750,821,2,2020,50,5059,"Trøndelag nor","C",2,1638,"ORKDAL","Sør-Trøndelag","Midt-Norge",12.5
"240",175,26180007665000,"ANO0827",500,1450,2494,618250,7665250,827,1,2020,19,5419,"Troms nor 1","N",1,1925,"SØRREISA","Troms","Nord-Norge",5
"241",238,30225007833000,"ANO0833",500,2259,2830,1022750,7833250,833,1,2020,20,5442,"Finnmark nor 1","N",1,2027,"UNJARGGA_NESSEBY","Finnmark","Nord-Norge",2.5
"242",926,22125006628500,"ANO0848",500,639,421,212750,6628750,848,3,2020,6,3048,"Buskerud nor","E",5,624,"ØVRE_EIKER","Buskerud","Østlandet",12.5
"243",885,22960006903500,"ANO0853",500,806,971,296250,6903750,853,3,2020,4,3427,"Hedmark nor","E",5,437,"TYNSET","Hedmark","Østlandet",10
"244",860,22320006893500,"ANO0856",500,678,951,232250,6893750,856,3,2020,5,3431,"Oppland nor","E",5,511,"DOVRE","Oppland","Østlandet",10
"245",603,21135006826000,"ANO0877",500,441,816,113750,6826250,877,2,2020,14,4643,"Sogn og Fjordane  nor","W",3,1424,"ÅRDAL","Sogn_og_Fjordane","Vestlandet",12.5
"246",128,27730007756500,"ANO0880",500,1760,2677,773250,7756750,880,1,2020,19,5429,"Troms nor 1","N",1,1943,"KVÆNANGEN","Troms","Nord-Norge",5
"247",136,26180007640000,"ANO0894",500,1450,2444,618250,7640250,894,1,2020,19,5417,"Troms nor 1","N",1,1923,"SALANGEN","Troms","Nord-Norge",5
"248",564,20715006902000,"ANO0900",500,357,968,71750,6902250,900,2,2020,15,1525,"Møre og Romsdal  nor","C",2,1525,"STRANDA","Møre_og_Romsdal","Midt-Norge",12.5
"249",371,21475007006500,"ANO0902",500,509,1177,147750,7006750,902,2,2020,15,1560,"Møre og Romsdal  nor","C",2,1560,"TINGVOLL","Møre_og_Romsdal","Midt-Norge",12.5
"250",750,21195006726000,"ANO0904",500,453,616,119750,6726250,904,3,2020,6,3044,"Buskerud nor","E",5,620,"HOL","Buskerud","Østlandet",10
"251",66,24255007306000,"ANO0905",500,1065,1776,425750,7306250,905,1,2020,18,1824,"Nordland nor","N",1,1824,"VEFSN","Nordland","Nord-Norge",10
"252",951,23120006646000,"ANO0914",500,838,456,312250,6646250,914,3,2020,2,3026,"Akershus nor","E",5,121,"RØMSKOG","Østfold","Østlandet",12.5
"253",951,23120006646000,"ANO0914",500,838,456,312250,6646250,914,3,2020,2,3026,"Akershus nor","E",5,221,"AURSKOG_HØLAND","Akershus","Østlandet",12.5
"254",398,22300007027500,"ANO0917",500,674,1219,230250,7027750,917,2,2020,50,5059,"Trøndelag nor","C",2,1622,"AGDENES","Sør-Trøndelag","Midt-Norge",12.5
"255",398,22300007027500,"ANO0917",500,674,1219,230250,7027750,917,2,2020,50,5059,"Trøndelag nor","C",2,1636,"MELDAL","Sør-Trøndelag","Midt-Norge",12.5
"256",398,22300007027500,"ANO0917",500,674,1219,230250,7027750,917,2,2020,50,5059,"Trøndelag nor","C",2,1638,"ORKDAL","Sør-Trøndelag","Midt-Norge",12.5
"257",679,20930006985000,"ANO0920",500,400,1134,93250,6985250,920,2,2020,15,1547,"Møre og Romsdal  nor","C",2,1547,"AUKRA","Møre_og_Romsdal","Midt-Norge",12.5
"258",414,22575007040500,"ANO0922",500,729,1245,257750,7040750,922,2,2020,50,5001,"Trøndelag nor","C",2,1601,"TRONDHEIM","Sør-Trøndelag","Midt-Norge",12.5
"259",414,22575007040500,"ANO0922",500,729,1245,257750,7040750,922,2,2020,50,5001,"Trøndelag nor","C",2,1662,"KLÆBU","Sør-Trøndelag","Midt-Norge",12.5
"260",382,23025007018000,"ANO0930",500,819,1200,302750,7018250,930,2,2020,50,5032,"Trøndelag nor","C",2,1664,"SELBU","Sør-Trøndelag","Midt-Norge",12.5
"261",388,22930007016000,"ANO0931",500,800,1196,293250,7016250,931,2,2020,50,5032,"Trøndelag nor","C",2,1664,"SELBU","Sør-Trøndelag","Midt-Norge",12.5
"262",247,26225007565000,"ANO0940",500,1459,2294,622750,7565250,940,1,2020,18,1806,"Nordland nor","N",1,1805,"NARVIK","Nordland","Nord-Norge",5
"263",247,26225007565000,"ANO0940",500,1459,2294,622750,7565250,940,1,2020,18,1806,"Nordland nor","N",1,1850,"TYSFJORD","Nordland","Nord-Norge",5
"264",247,26225007565000,"ANO0940",500,1459,2294,622750,7565250,940,1,2020,18,1806,"Nordland nor","N",1,1854,"BALLANGEN","Nordland","Nord-Norge",5
"265",736,23240006720500,"ANO0941",500,862,605,324250,6720750,941,3,2020,4,3419,"Hedmark nor","E",5,426,"VÅLER_H","Hedmark","Østlandet",12.5
"266",257,24730007579000,"ANO0946",500,1160,2322,473250,7579250,946,1,2020,18,1865,"Nordland nor","N",1,1865,"VÅGAN","Nordland","Nord-Norge",5
"267",907,21795006618500,"ANO0958",500,573,401,179750,6618750,958,3,2020,8,3808,"Telemark nor","S",4,807,"NOTODDEN","Telemark","Sørlandet",12.5
"268",939,23200006829500,"ANO0961",500,854,823,320250,6829750,961,3,2020,4,3424,"Hedmark nor","E",5,432,"RENDALEN","Hedmark","Østlandet",10
"269",57,24495007283500,"ANO0963",500,1113,1731,449750,7283750,963,1,2020,18,1826,"Nordland nor","N",1,1826,"HATTFJELLDAL","Nordland","Nord-Norge",10
"270",415,19900006716000,"ANO0969",500,194,596,-9750,6716250,969,2,2020,12,4624,"Hordaland nor","W",3,1241,"FUSA","Hordaland","Vestlandet",12.5
"271",415,19900006716000,"ANO0969",500,194,596,-9750,6716250,969,2,2020,12,4624,"Hordaland nor","W",3,1243,"OS_(HORDALAND)","Hordaland","Vestlandet",12.5
"272",319,25275007633500,"ANO0970",500,1269,2431,527750,7633750,970,1,2020,18,1870,"Nordland nor","N",1,1870,"SORTLAND","Nordland","Nord-Norge",5
"273",605,21765007080000,"ANO0975",500,567,1324,176750,7080250,975,2,2020,50,5014,"Trøndelag nor","C",2,1620,"FRØYA","Sør-Trøndelag","Midt-Norge",12.5
"274",288,25735007597000,"ANO0980",500,1361,2358,573750,7597250,980,1,2020,18,1853,"Nordland nor","N",1,1853,"EVENES","Nordland","Nord-Norge",5
"275",270,25210007585500,"ANO0987",500,1256,2335,521250,7585750,987,1,2020,18,1851,"Nordland nor","N",1,1851,"LØDINGEN","Nordland","Nord-Norge",5
"276",793,21425006545000,"ANO0990",500,499,254,142750,6545250,990,3,2020,8,3822,"Telemark nor","S",4,830,"NISSEDAL","Telemark","Sørlandet",10
"277",98,28395007728500,"ANO0992",500,1893,2621,839750,7728750,992,1,2020,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"278",151,26375007651000,"ANO0995",500,1489,2466,637750,7651250,995,1,2020,19,5416,"Troms nor 1","N",1,1922,"BARDU","Troms","Nord-Norge",5
"279",773,20845006520500,"ANO1006",500,383,205,84750,6520750,1006,3,2020,9,4219,"Aust-Agder nor","S",4,937,"EVJE_OG_HORNNES","Aust-Agder","Sørlandet",12.5
"280",260,24835007580000,"ANO1017",500,1181,2324,483750,7580250,1017,1,2020,18,1865,"Nordland nor","N",1,1865,"VÅGAN","Nordland","Nord-Norge",5
"281",41,24140007278500,"ANO1019",500,1042,1721,414250,7278750,1019,1,2020,18,1824,"Nordland nor","N",1,1824,"VEFSN","Nordland","Nord-Norge",10
"282",383,19625006793500,"ANO1021",500,139,751,-37250,6793750,1021,2,2020,14,4635,"Sogn og Fjordane  nor","W",3,1411,"GULEN","Sogn_og_Fjordane","Vestlandet",12.5
"283",685,21355006989500,"ANO1049",500,485,1143,135750,6989750,1049,2,2020,15,1557,"Møre og Romsdal  nor","C",2,1557,"GJEMNES","Møre_og_Romsdal","Midt-Norge",12.5
"284",602,19905006637500,"ANO1065",500,195,439,-9250,6637750,1065,2,2020,11,1160,"Rogaland nor","W",3,1160,"VINDAFJORD","Rogaland","Vestlandet",12.5
"285",569,19890006710500,"ANO1066",500,192,585,-10750,6710750,1066,2,2020,12,4624,"Hordaland nor","W",3,1241,"FUSA","Hordaland","Vestlandet",12.5
"286",569,19890006710500,"ANO1066",500,192,585,-10750,6710750,1066,2,2020,12,4624,"Hordaland nor","W",3,1243,"OS_(HORDALAND)","Hordaland","Vestlandet",12.5
"287",734,23145006720000,"ANO1072",500,843,604,314750,6720250,1072,3,2020,4,3414,"Hedmark nor","E",5,418,"NORD-ODAL","Hedmark","Østlandet",12.5
"288",643,22755007125500,"ANO1080",500,765,1415,275750,7125750,1080,2,2020,50,5058,"Trøndelag nor","C",2,1630,"ÅFJORD","Sør-Trøndelag","Midt-Norge",12.5
"289",643,22755007125500,"ANO1080",500,765,1415,275750,7125750,1080,2,2020,50,5058,"Trøndelag nor","C",2,1632,"ROAN","Sør-Trøndelag","Midt-Norge",12.5
"290",25,29655007813000,"ANO1091",500,2145,2790,965750,7813250,1091,1,2020,20,5441,"Finnmark nor 1","N",1,2025,"DEATNU_TANA","Finnmark","Nord-Norge",2.5
"291",598,21730007077500,"ANO1101",500,560,1319,173250,7077750,1101,2,2020,50,5014,"Trøndelag nor","C",2,1620,"FRØYA","Sør-Trøndelag","Midt-Norge",12.5
"292",327,26960007765000,"ANO1109",500,1606,2694,696250,7765250,1109,1,2020,19,5424,"Troms nor 1","N",1,1938,"LYNGEN","Troms","Nord-Norge",5
"293",680,22370006982500,"ANO1117",500,688,1129,237250,6982750,1117,2,2020,50,5022,"Trøndelag nor","C",2,1635,"RENNEBU","Sør-Trøndelag","Midt-Norge",12.5
"294",931,23155006631500,"ANO1120",500,845,427,315750,6631750,1120,3,2020,2,3026,"Akershus nor","E",5,121,"RØMSKOG","Østfold","Østlandet",12.5
"295",931,23155006631500,"ANO1120",500,845,427,315750,6631750,1120,3,2020,2,3026,"Akershus nor","E",5,221,"AURSKOG_HØLAND","Akershus","Østlandet",12.5
"296",896,21765006618000,"ANO1127",500,567,400,176750,6618250,1127,3,2020,8,3808,"Telemark nor","S",4,807,"NOTODDEN","Telemark","Sørlandet",12.5
"297",442,21555006938500,"ANO1129",500,525,1041,155750,6938750,1129,2,2020,15,1506,"Møre og Romsdal  nor","C",2,1502,"MOLDE","Møre_og_Romsdal","Midt-Norge",12.5
"298",442,21555006938500,"ANO1129",500,525,1041,155750,6938750,1129,2,2020,15,1506,"Møre og Romsdal  nor","C",2,1543,"NESSET","Møre_og_Romsdal","Midt-Norge",12.5
"299",442,21555006938500,"ANO1129",500,525,1041,155750,6938750,1129,2,2020,15,1506,"Møre og Romsdal  nor","C",2,1545,"MIDSUND","Møre_og_Romsdal","Midt-Norge",12.5
"300",928,23035006633500,"ANO1131",500,821,431,303750,6633750,1131,3,2020,2,3026,"Akershus nor","E",5,121,"RØMSKOG","Østfold","Østlandet",12.5
"301",928,23035006633500,"ANO1131",500,821,431,303750,6633750,1131,3,2020,2,3026,"Akershus nor","E",5,221,"AURSKOG_HØLAND","Akershus","Østlandet",12.5
"302",801,21410006544500,"ANO1134",500,496,253,141250,6544750,1134,3,2020,8,3822,"Telemark nor","S",4,830,"NISSEDAL","Telemark","Sørlandet",10
"303",452,21475006940500,"ANO1148",500,509,1045,147750,6940750,1148,2,2020,15,1506,"Møre og Romsdal  nor","C",2,1502,"MOLDE","Møre_og_Romsdal","Midt-Norge",12.5
