"","OBJECTID","SSBID","ANOID","RSIZE","ROW","COL","XCOOR","YCOOR","ANONUM","PakkeNr","Overvåkingsår","CountyNr","MunicNr","CountyName","Region.x","RegionNr","Kommune_OLD","Kommune","Fylke","Region.y","refs_blabar"
"830",317,26210007624500,"ANO0688",500,1456,2413,621250,7624750,688,1,NA,19,5415,"Troms nor 1","N",1,1920,"LAVANGEN","Troms","Nord-Norge",5
"831",216,25875007696500,"ANO0690",500,1389,2557,587750,7696750,690,1,NA,19,5421,"Troms nor 1","N",1,1927,"TRANØY","Troms","Nord-Norge",5
"832",216,25875007696500,"ANO0690",500,1389,2557,587750,7696750,690,1,NA,19,5421,"Troms nor 1","N",1,1928,"TORSKEN","Troms","Nord-Norge",5
"833",216,25875007696500,"ANO0690",500,1389,2557,587750,7696750,690,1,NA,19,5421,"Troms nor 1","N",1,1929,"BERG","Troms","Nord-Norge",5
"834",216,25875007696500,"ANO0690",500,1389,2557,587750,7696750,690,1,NA,19,5421,"Troms nor 1","N",1,1931,"LENVIK","Troms","Nord-Norge",5
"835",615,20425006840000,"ANO0691",500,299,844,42750,6840250,691,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1430,"GAULAR","Sogn_og_Fjordane","Vestlandet",12.5
"836",615,20425006840000,"ANO0691",500,299,844,42750,6840250,691,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1431,"JØLSTER","Sogn_og_Fjordane","Vestlandet",12.5
"837",615,20425006840000,"ANO0691",500,299,844,42750,6840250,691,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1432,"FØRDE","Sogn_og_Fjordane","Vestlandet",12.5
"838",615,20425006840000,"ANO0691",500,299,844,42750,6840250,691,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1433,"NAUSTDAL","Sogn_og_Fjordane","Vestlandet",12.5
"839",804,20805006553500,"ANO0692",500,375,271,80750,6553750,692,3,NA,9,4220,"Aust-Agder nor","S",4,938,"BYGLAND","Aust-Agder","Sørlandet",12.5
"840",301,25820007611500,"ANO0693",500,1378,2387,582250,7611750,693,1,NA,19,5412,"Troms nor 1","N",1,1852,"TJELDSUND","Nordland","Nord-Norge",5
"841",301,25820007611500,"ANO0693",500,1378,2387,582250,7611750,693,1,NA,19,5412,"Troms nor 1","N",1,1913,"SKÅNLAND","Troms","Nord-Norge",5
"842",314,30530007868500,"ANO0695",500,2320,2901,1053250,7868750,695,1,NA,20,5405,"Finnmark nor 1","N",1,2003,"VADSØ","Finnmark","Nord-Norge",2.5
"843",612,21045006836000,"ANO0697",500,423,836,104750,6836250,697,2,NA,14,4644,"Sogn og Fjordane  nor","W",3,1426,"LUSTER","Sogn_og_Fjordane","Vestlandet",12.5
"844",268,29250007849000,"ANO0698",500,2064,2862,925250,7849250,698,1,NA,20,5438,"Finnmark nor 1","N",1,2022,"LEBESBY","Finnmark","Nord-Norge",2.5
"845",668,20255006767000,"ANO0700",500,265,698,25750,6767250,700,2,NA,12,4621,"Hordaland nor","W",3,1234,"GRANVIN","Hordaland","Vestlandet",12.5
"846",668,20255006767000,"ANO0700",500,265,698,25750,6767250,700,2,NA,12,4621,"Hordaland nor","W",3,1235,"VOSS","Hordaland","Vestlandet",12.5
"847",635,20315006849000,"ANO0701",500,277,862,31750,6849250,701,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1430,"GAULAR","Sogn_og_Fjordane","Vestlandet",12.5
"848",635,20315006849000,"ANO0701",500,277,862,31750,6849250,701,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1431,"JØLSTER","Sogn_og_Fjordane","Vestlandet",12.5
"849",635,20315006849000,"ANO0701",500,277,862,31750,6849250,701,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1432,"FØRDE","Sogn_og_Fjordane","Vestlandet",12.5
"850",635,20315006849000,"ANO0701",500,277,862,31750,6849250,701,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1433,"NAUSTDAL","Sogn_og_Fjordane","Vestlandet",12.5
"851",248,29735007840000,"ANO0702",500,2161,2844,973750,7840250,702,1,NA,20,5441,"Finnmark nor 1","N",1,2025,"DEATNU_TANA","Finnmark","Nord-Norge",2.5
"852",534,20760006879500,"ANO0703",500,366,923,76250,6879750,703,2,NA,14,4651,"Sogn og Fjordane  nor","W",3,1449,"STRYN","Sogn_og_Fjordane","Vestlandet",12.5
"853",118,28075007747000,"ANO0704",500,1829,2658,807750,7747250,704,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"854",147,30355007888000,"ANO0705",500,2285,2940,1035750,7888250,705,1,NA,20,5443,"Finnmark nor 1","N",1,2028,"BÅTSFJORD","Finnmark","Nord-Norge",2.5
"855",994,20570006585000,"ANO0706",500,328,334,57250,6585250,706,3,NA,9,4221,"Aust-Agder nor","S",4,940,"VALLE","Aust-Agder","Sørlandet",12.5
"856",38,28210007700000,"ANO0707",500,1856,2564,821250,7700250,707,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"857",14,27875007804500,"ANO0710",500,1789,2773,787750,7804750,710,1,NA,20,5403,"Finnmark nor 1","N",1,2012,"ALTA","Finnmark","Nord-Norge",2.5
"858",509,20400006861000,"ANO0714",500,294,886,40250,6861250,714,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1430,"GAULAR","Sogn_og_Fjordane","Vestlandet",12.5
"859",509,20400006861000,"ANO0714",500,294,886,40250,6861250,714,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1431,"JØLSTER","Sogn_og_Fjordane","Vestlandet",12.5
"860",509,20400006861000,"ANO0714",500,294,886,40250,6861250,714,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1432,"FØRDE","Sogn_og_Fjordane","Vestlandet",12.5
"861",509,20400006861000,"ANO0714",500,294,886,40250,6861250,714,2,NA,14,4647,"Sogn og Fjordane  nor","W",3,1433,"NAUSTDAL","Sogn_og_Fjordane","Vestlandet",12.5
"862",289,28260007857500,"ANO0716",500,1866,2879,826250,7857750,716,1,NA,20,5406,"Finnmark nor 1","N",1,2004,"HAMMERFEST","Finnmark","Nord-Norge",2.5
"863",289,28260007857500,"ANO0716",500,1866,2879,826250,7857750,716,1,NA,20,5406,"Finnmark nor 1","N",1,2017,"KVALSUND","Finnmark","Nord-Norge",2.5
"864",254,24870007574500,"ANO0718",500,1188,2313,487250,7574750,718,1,NA,18,1865,"Nordland nor","N",1,1865,"VÅGAN","Nordland","Nord-Norge",5
"865",775,20415006521500,"ANO0720",500,297,207,41750,6521750,720,3,NA,10,4226,"Vest-Agder nor","S",4,1034,"HÆGEBOSTAD","Vest-Agder","Sørlandet",12.5
"866",992,23205006783500,"ANO0721",500,855,731,320750,6783750,721,3,NA,4,3422,"Hedmark nor","E",5,429,"ÅMOT","Hedmark","Østlandet",12.5
"867",174,28945007923500,"ANO0722",500,2003,3011,894750,7923750,722,1,NA,20,5435,"Finnmark nor 1","N",1,2019,"NORDKAPP","Finnmark","Nord-Norge",2.5
"868",619,19875006844000,"ANO0723",500,189,852,-12250,6844250,723,2,NA,14,4645,"Sogn og Fjordane  nor","W",3,1428,"ASKVOLL","Sogn_og_Fjordane","Vestlandet",12.5
"869",456,19720006534500,"ANO0724",500,158,233,-27750,6534750,724,2,NA,11,1121,"Rogaland nor","W",3,1121,"TIME","Rogaland","Vestlandet",12.5
"870",387,21025006797500,"ANO0725",500,419,759,102750,6797750,725,2,NA,14,4642,"Sogn og Fjordane  nor","W",3,1422,"LÆRDAL","Sogn_og_Fjordane","Vestlandet",12.5
"871",993,23210006784000,"ANO0726",500,856,732,321250,6784250,726,3,NA,4,3422,"Hedmark nor","E",5,429,"ÅMOT","Hedmark","Østlandet",12.5
"872",342,24995007430000,"ANO0728",500,1213,2024,499750,7430250,728,1,NA,18,1804,"Nordland nor","N",1,1804,"BODØ","Nordland","Nord-Norge",5
"873",149,28385007645500,"ANO0730",500,1891,2455,838750,7645750,730,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"874",173,28085007664500,"ANO0731",500,1831,2493,808750,7664750,731,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"875",580,20765006817000,"ANO0732",500,367,798,76750,6817250,732,2,NA,14,4640,"Sogn og Fjordane  nor","W",3,1418,"BALESTRAND","Sogn_og_Fjordane","Vestlandet",12.5
"876",580,20765006817000,"ANO0732",500,367,798,76750,6817250,732,2,NA,14,4640,"Sogn og Fjordane  nor","W",3,1419,"LEIKANGER","Sogn_og_Fjordane","Vestlandet",12.5
"877",580,20765006817000,"ANO0732",500,367,798,76750,6817250,732,2,NA,14,4640,"Sogn og Fjordane  nor","W",3,1420,"SOGNDAL","Sogn_og_Fjordane","Vestlandet",12.5
"878",879,23265006899000,"ANO0734",500,867,962,326750,6899250,734,3,NA,4,3426,"Hedmark nor","E",5,436,"TOLGA","Hedmark","Østlandet",10
"879",1000,22380006786500,"ANO0735",500,690,737,238250,6786750,735,3,NA,5,3441,"Oppland nor","E",5,522,"GAUSDAL","Oppland","Østlandet",12.5
"880",348,25345007435000,"ANO0737",500,1283,2034,534750,7435250,737,1,NA,18,1840,"Nordland nor","N",1,1840,"SALTDAL","Nordland","Nord-Norge",5
"881",125,25250007398000,"ANO0739",500,1264,1960,525250,7398250,739,1,NA,18,1840,"Nordland nor","N",1,1840,"SALTDAL","Nordland","Nord-Norge",5
"882",61,24295007285000,"ANO0740",500,1073,1734,429750,7285250,740,1,NA,18,1825,"Nordland nor","N",1,1825,"GRANE","Nordland","Nord-Norge",10
"883",392,20955006796000,"ANO0742",500,405,756,95750,6796250,742,2,NA,14,4642,"Sogn og Fjordane  nor","W",3,1422,"LÆRDAL","Sogn_og_Fjordane","Vestlandet",12.5
"884",181,26940007674000,"ANO0743",500,1602,2512,694250,7674250,743,1,NA,19,5422,"Troms nor 1","N",1,1933,"BALSFJORD","Troms","Nord-Norge",5
"885",469,19775006545000,"ANO0744",500,169,254,-22250,6545250,744,2,NA,11,1122,"Rogaland nor","W",3,1122,"GJESDAL","Rogaland","Vestlandet",12.5
"886",743,20660006487000,"ANO0746",500,346,138,66250,6487250,746,3,NA,10,4204,"Vest-Agder nor","S",4,1001,"KRISTIANSAND","Vest-Agder","Sørlandet",12.5
"887",743,20660006487000,"ANO0746",500,346,138,66250,6487250,746,3,NA,10,4204,"Vest-Agder nor","S",4,1017,"SONGDALEN","Vest-Agder","Sørlandet",12.5
"888",743,20660006487000,"ANO0746",500,346,138,66250,6487250,746,3,NA,10,4204,"Vest-Agder nor","S",4,1018,"SØGNE","Vest-Agder","Sørlandet",12.5
"889",687,22605006988000,"ANO0749",500,735,1140,260750,6988250,749,2,NA,50,5027,"Trøndelag nor","C",2,1648,"MIDTRE_GAULDAL","Sør-Trøndelag","Midt-Norge",12.5
"890",334,24800007421500,"ANO0750",500,1174,2007,480250,7421750,750,1,NA,18,1839,"Nordland nor","N",1,1839,"BEIARN","Nordland","Nord-Norge",5
"891",351,28480007782000,"ANO0751",500,1910,2728,848250,7782250,751,1,NA,20,5403,"Finnmark nor 1","N",1,2012,"ALTA","Finnmark","Nord-Norge",2.5
"892",851,21570006691000,"ANO0753",500,528,546,157250,6691250,753,3,NA,6,3052,"Buskerud nor","E",5,633,"NORE_OG_UVDAL","Buskerud","Østlandet",10
"893",825,23485006862500,"ANO0755",500,911,889,348750,6862750,755,3,NA,4,3425,"Hedmark nor","E",5,434,"ENGERDAL","Hedmark","Østlandet",10
"894",671,22560006974500,"ANO0758",500,726,1113,256250,6974750,758,2,NA,50,5027,"Trøndelag nor","C",2,1648,"MIDTRE_GAULDAL","Sør-Trøndelag","Midt-Norge",12.5
"895",706,20390006597500,"ANO0759",500,292,359,39250,6597750,759,3,NA,9,4222,"Aust-Agder nor","S",4,941,"BYKLE","Aust-Agder","Sørlandet",12.5
"896",306,28705007866000,"ANO0760",500,1955,2896,870750,7866250,760,1,NA,20,5436,"Finnmark nor 1","N",1,2020,"PORSANGER_PORSÁNGU_PORSANKI","Finnmark","Nord-Norge",2.5
"897",397,22835007027500,"ANO0761",500,781,1219,283750,7027750,761,2,NA,50,5001,"Trøndelag nor","C",2,1601,"TRONDHEIM","Sør-Trøndelag","Midt-Norge",12.5
"898",397,22835007027500,"ANO0761",500,781,1219,283750,7027750,761,2,NA,50,5001,"Trøndelag nor","C",2,1662,"KLÆBU","Sør-Trøndelag","Midt-Norge",12.5
"899",817,21055006761000,"ANO0762",500,425,686,105750,6761250,762,3,NA,6,3044,"Buskerud nor","E",5,620,"HOL","Buskerud","Østlandet",10
"900",523,22935007160500,"ANO0763",500,801,1485,293750,7160750,763,2,NA,50,5049,"Trøndelag nor","C",2,1749,"FLATANGER","Nord-Trøndelag","Midt-Norge",12.5
"901",31,25690007522000,"ANO0764",500,1352,2208,569250,7522250,764,1,NA,18,1875,"Nordland nor","N",1,1849,"HAMARØY","Nordland","Nord-Norge",5
"902",771,22700006933000,"ANO0765",500,754,1030,270250,6933250,765,3,NA,4,3427,"Hedmark nor","E",5,437,"TYNSET","Hedmark","Østlandet",10
"903",903,20530006621000,"ANO0766",500,320,406,53250,6621250,766,3,NA,9,4222,"Aust-Agder nor","S",4,941,"BYKLE","Aust-Agder","Sørlandet",12.5
"904",304,28635007865500,"ANO0769",500,1941,2895,863750,7865750,769,1,NA,20,5406,"Finnmark nor 1","N",1,2004,"HAMMERFEST","Finnmark","Nord-Norge",2.5
"905",304,28635007865500,"ANO0769",500,1941,2895,863750,7865750,769,1,NA,20,5406,"Finnmark nor 1","N",1,2017,"KVALSUND","Finnmark","Nord-Norge",2.5
"906",959,22280006848000,"ANO0770",500,670,860,228250,6848250,770,3,NA,5,3436,"Oppland nor","E",5,516,"NORD-FRON","Oppland","Østlandet",10
"907",355,27510007784000,"ANO0771",500,1716,2732,751250,7784250,771,1,NA,19,5429,"Troms nor 1","N",1,1943,"KVÆNANGEN","Troms","Nord-Norge",5
"908",370,23165007004000,"ANO0772",500,847,1172,316750,7004250,772,2,NA,50,5032,"Trøndelag nor","C",2,1664,"SELBU","Sør-Trøndelag","Midt-Norge",12.5
"909",158,26610007656000,"ANO0773",500,1536,2476,661250,7656250,773,1,NA,19,5418,"Troms nor 1","N",1,1924,"MÅLSELV","Troms","Nord-Norge",5
"910",170,28890007667000,"ANO0774",500,1992,2498,889250,7667250,774,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"911",626,24190007115500,"ANO0775",500,1052,1395,419250,7115750,775,2,NA,50,5042,"Trøndelag nor","C",2,1738,"LIERNE","Nord-Trøndelag","Midt-Norge",12.5
"912",618,22825007104500,"ANO0776",500,779,1373,282750,7104750,776,2,NA,50,5058,"Trøndelag nor","C",2,1630,"ÅFJORD","Sør-Trøndelag","Midt-Norge",12.5
"913",618,22825007104500,"ANO0776",500,779,1373,282750,7104750,776,2,NA,50,5058,"Trøndelag nor","C",2,1632,"ROAN","Sør-Trøndelag","Midt-Norge",12.5
"914",140,30135007885500,"ANO0777",500,2241,2935,1013750,7885750,777,1,NA,20,5440,"Finnmark nor 1","N",1,2024,"BERLEVÅG","Finnmark","Nord-Norge",2.5
"915",841,22950006681000,"ANO0778",500,804,526,295250,6681250,778,3,NA,2,3034,"Akershus nor","E",5,236,"NES_A","Akershus","Østlandet",12.5
"916",461,20960006950000,"ANO0779",500,406,1064,96250,6950250,779,2,NA,15,1535,"Møre og Romsdal  nor","C",2,1535,"VESTNES","Møre_og_Romsdal","Midt-Norge",12.5
"917",906,20570006618500,"ANO0781",500,328,401,57250,6618750,781,3,NA,9,4222,"Aust-Agder nor","S",4,941,"BYKLE","Aust-Agder","Sørlandet",12.5
"918",8,28800007799500,"ANO0782",500,1974,2763,880250,7799750,782,1,NA,20,5436,"Finnmark nor 1","N",1,2020,"PORSANGER_PORSÁNGU_PORSANKI","Finnmark","Nord-Norge",2.5
"919",359,30570007790500,"ANO0786",500,2328,2745,1057250,7790750,786,1,NA,20,5444,"Finnmark nor 1","N",1,2030,"SØR-VARANGER","Finnmark","Nord-Norge",2.5
"920",507,23555007140000,"ANO0787",500,925,1444,355750,7140250,787,2,NA,50,5047,"Trøndelag nor","C",2,1744,"OVERHALLA","Nord-Trøndelag","Midt-Norge",12.5
"921",376,21340006790500,"ANO0789",500,482,745,134250,6790750,789,2,NA,14,4642,"Sogn og Fjordane  nor","W",3,1422,"LÆRDAL","Sogn_og_Fjordane","Vestlandet",12.5
"922",94,30495007731500,"ANO0790",500,2313,2627,1049750,7731750,790,1,NA,20,5444,"Finnmark nor 1","N",1,2030,"SØR-VARANGER","Finnmark","Nord-Norge",2.5
"923",784,23470006743000,"ANO0791",500,908,650,347250,6743250,791,3,NA,4,3418,"Hedmark nor","E",5,425,"ÅSNES","Hedmark","Østlandet",12.5
"924",877,21960006899000,"ANO0792",500,606,962,196250,6899250,792,3,NA,5,3431,"Oppland nor","E",5,511,"DOVRE","Oppland","Østlandet",10
"925",579,23000007051000,"ANO0794",500,814,1266,300250,7051250,794,2,NA,50,5035,"Trøndelag nor","C",2,1714,"STJØRDAL","Nord-Trøndelag","Midt-Norge",12.5
"926",403,20285006605000,"ANO0795",500,271,374,28750,6605250,795,2,NA,11,1133,"Rogaland nor","W",3,1133,"HJELMELAND","Rogaland","Vestlandet",12.5
"927",641,20775006849000,"ANO0797",500,369,862,77750,6849250,797,2,NA,14,4644,"Sogn og Fjordane  nor","W",3,1426,"LUSTER","Sogn_og_Fjordane","Vestlandet",12.5
"928",698,23235006789500,"ANO0798",500,861,743,323750,6789750,798,3,NA,4,3422,"Hedmark nor","E",5,429,"ÅMOT","Hedmark","Østlandet",12.5
"929",552,23515007196000,"ANO0799",500,917,1556,351750,7196250,799,2,NA,50,5060,"Trøndelag nor","C",2,1750,"VIKNA","Nord-Trøndelag","Midt-Norge",12.5
"930",552,23515007196000,"ANO0799",500,917,1556,351750,7196250,799,2,NA,50,5060,"Trøndelag nor","C",2,1751,"NÆRØY","Nord-Trøndelag","Midt-Norge",12.5
"931",251,30120007838000,"ANO0801",500,2238,2840,1012250,7838250,801,1,NA,20,5442,"Finnmark nor 1","N",1,2027,"UNJARGGA_NESSEBY","Finnmark","Nord-Norge",2.5
"932",797,20960006543000,"ANO0802",500,406,250,96250,6543250,802,3,NA,9,4220,"Aust-Agder nor","S",4,938,"BYGLAND","Aust-Agder","Sørlandet",12.5
"933",894,22645006714000,"ANO0803",500,743,592,264750,6714250,803,3,NA,2,3037,"Akershus nor","E",5,239,"HURDAL","Akershus","Østlandet",12.5
"934",935,22805006828500,"ANO0804",500,775,821,280750,6828750,804,3,NA,4,3423,"Hedmark nor","E",5,430,"STOR-ELVDAL","Hedmark","Østlandet",10
"935",621,20960006844500,"ANO0805",500,406,853,96250,6844750,805,2,NA,14,4644,"Sogn og Fjordane  nor","W",3,1426,"LUSTER","Sogn_og_Fjordane","Vestlandet",12.5
"936",290,25135007607000,"ANO0808",500,1241,2378,513750,7607250,808,1,NA,18,1870,"Nordland nor","N",1,1870,"SORTLAND","Nordland","Nord-Norge",5
"937",898,21375006615500,"ANO0810",500,489,395,137750,6615750,810,3,NA,8,3820,"Telemark nor","S",4,828,"SELJORD","Telemark","Sørlandet",10
"938",916,22460006819000,"ANO0811",500,706,802,246250,6819250,811,3,NA,5,3439,"Oppland nor","E",5,520,"RINGEBU","Oppland","Østlandet",10
"939",974,22280006568000,"ANO0812",500,670,300,228250,6568250,812,3,NA,7,3804,"Vestfold nor","S",4,706,"SANDEFJORD","Vestfold","Sørlandet",12.5
"940",974,22280006568000,"ANO0812",500,670,300,228250,6568250,812,3,NA,7,3804,"Vestfold nor","S",4,719,"ANDEBU","Vestfold","Sørlandet",12.5
"941",974,22280006568000,"ANO0812",500,670,300,228250,6568250,812,3,NA,7,3804,"Vestfold nor","S",4,720,"STOKKE","Vestfold","Sørlandet",12.5
"942",468,20000006753000,"ANO0813",500,214,670,250,6753250,813,2,NA,12,4628,"Hordaland nor","W",3,1251,"VAKSDAL","Hordaland","Vestlandet",12.5
"943",63,27280007706500,"ANO0814",500,1670,2577,728250,7706750,814,1,NA,19,5426,"Troms nor 1","N",1,1940,"GÁIVUOTNA_KÅFJORD","Troms","Nord-Norge",5
"944",106,29080007737000,"ANO0815",500,2030,2638,908250,7737250,815,1,NA,20,5437,"Finnmark nor 1","N",1,2021,"KARASJOHKA_KARASJOK","Finnmark","Nord-Norge",2.5
"945",667,20490006769000,"ANO0816",500,312,702,49250,6769250,816,2,NA,12,4621,"Hordaland nor","W",3,1234,"GRANVIN","Hordaland","Vestlandet",12.5
"946",667,20490006769000,"ANO0816",500,312,702,49250,6769250,816,2,NA,12,4621,"Hordaland nor","W",3,1235,"VOSS","Hordaland","Vestlandet",12.5
"947",296,30120007858000,"ANO0817",500,2238,2880,1012250,7858250,817,1,NA,20,5442,"Finnmark nor 1","N",1,2027,"UNJARGGA_NESSEBY","Finnmark","Nord-Norge",2.5
"948",441,20815006934000,"ANO0818",500,377,1032,81750,6934250,818,2,NA,15,1525,"Møre og Romsdal  nor","C",2,1525,"STRANDA","Møre_og_Romsdal","Midt-Norge",12.5
"949",990,21095006576000,"ANO0819",500,433,316,109750,6576250,819,3,NA,8,3823,"Telemark nor","S",4,831,"FYRESDAL","Telemark","Sørlandet",10
"950",196,24570007228000,"ANO0820",500,1128,1620,457250,7228250,820,1,NA,18,1826,"Nordland nor","N",1,1826,"HATTFJELLDAL","Nordland","Nord-Norge",10
"951",60,24120007286000,"ANO0822",500,1038,1736,412250,7286250,822,1,NA,18,1824,"Nordland nor","N",1,1824,"VEFSN","Nordland","Nord-Norge",10
"952",209,24300007252500,"ANO0823",500,1074,1669,430250,7252750,823,1,NA,18,1825,"Nordland nor","N",1,1825,"GRANE","Nordland","Nord-Norge",10
"953",776,20465006522000,"ANO0824",500,307,208,46750,6522250,824,3,NA,10,4226,"Vest-Agder nor","S",4,1034,"HÆGEBOSTAD","Vest-Agder","Sørlandet",12.5
"954",481,21950006957000,"ANO0826",500,604,1078,195250,6957250,826,2,NA,15,1563,"Møre og Romsdal  nor","C",2,1563,"SUNNDAL","Møre_og_Romsdal","Midt-Norge",12.5
"955",233,28070007828500,"ANO0829",500,1828,2821,807250,7828750,829,1,NA,20,5403,"Finnmark nor 1","N",1,2012,"ALTA","Finnmark","Nord-Norge",2.5
"956",156,29660007895500,"ANO0830",500,2146,2955,966250,7895750,830,1,NA,20,5439,"Finnmark nor 1","N",1,2023,"GAMVIK","Finnmark","Nord-Norge",2.5
"957",911,23105006817000,"ANO0831",500,835,798,310750,6817250,831,3,NA,4,3424,"Hedmark nor","E",5,432,"RENDALEN","Hedmark","Østlandet",10
"958",366,20580006785000,"ANO0832",500,330,734,58250,6785250,832,2,NA,14,4641,"Sogn og Fjordane  nor","W",3,1421,"AURLAND","Sogn_og_Fjordane","Vestlandet",12.5
"959",429,23375006926000,"ANO0834",500,889,1016,337750,6926250,834,2,NA,50,5025,"Trøndelag nor","C",2,1640,"RØROS","Sør-Trøndelag","Midt-Norge",12.5
"960",728,21080006613000,"ANO0835",500,430,390,108250,6613250,835,3,NA,8,3824,"Telemark nor","S",4,833,"TOKKE","Telemark","Sørlandet",10
"961",142,29635007889000,"ANO0837",500,2141,2942,963750,7889250,837,1,NA,20,5439,"Finnmark nor 1","N",1,2023,"GAMVIK","Finnmark","Nord-Norge",2.5
"962",669,21925006977500,"ANO0838",500,599,1119,192750,6977750,838,2,NA,15,1566,"Møre og Romsdal  nor","C",2,1566,"SURNADAL","Møre_og_Romsdal","Midt-Norge",12.5
"963",828,22035006866000,"ANO0839",500,621,896,203750,6866250,839,3,NA,5,3435,"Oppland nor","E",5,515,"VÅGÅ","Oppland","Østlandet",10
"964",495,20690006967000,"ANO0840",500,352,1098,69250,6967250,840,2,NA,15,1507,"Møre og Romsdal  nor","C",2,1504,"ÅLESUND","Møre_og_Romsdal","Midt-Norge",12.5
"965",495,20690006967000,"ANO0840",500,352,1098,69250,6967250,840,2,NA,15,1507,"Møre og Romsdal  nor","C",2,1523,"ØRSKOG","Møre_og_Romsdal","Midt-Norge",12.5
"966",495,20690006967000,"ANO0840",500,352,1098,69250,6967250,840,2,NA,15,1507,"Møre og Romsdal  nor","C",2,1529,"SKODJE","Møre_og_Romsdal","Midt-Norge",12.5
"967",495,20690006967000,"ANO0840",500,352,1098,69250,6967250,840,2,NA,15,1507,"Møre og Romsdal  nor","C",2,1534,"HARAM","Møre_og_Romsdal","Midt-Norge",12.5
"968",495,20690006967000,"ANO0840",500,352,1098,69250,6967250,840,2,NA,15,1507,"Møre og Romsdal  nor","C",2,1546,"SANDØY","Møre_og_Romsdal","Midt-Norge",12.5
"969",114,24210007372500,"ANO0841",500,1056,1909,421250,7372750,841,1,NA,18,1836,"Nordland nor","N",1,1836,"RØDØY","Nordland","Nord-Norge",10
"970",4,25410007479500,"ANO0842",500,1296,2123,541250,7479750,842,1,NA,18,1845,"Nordland nor","N",1,1845,"SØRFOLD","Nordland","Nord-Norge",5
"971",741,20130006470000,"ANO0843",500,240,104,13250,6470250,843,3,NA,10,4206,"Vest-Agder nor","S",4,1003,"FARSUND","Vest-Agder","Sørlandet",12.5
"972",788,22860006746500,"ANO0844",500,786,657,286250,6746750,844,3,NA,4,3403,"Hedmark nor","E",5,403,"HAMAR","Hedmark","Østlandet",12.5
"973",424,19970006496000,"ANO0845",500,208,156,-2750,6496250,845,2,NA,11,1111,"Rogaland nor","W",3,1111,"SOKNDAL","Rogaland","Vestlandet",12.5
"974",810,20215006557500,"ANO0846",500,257,279,21750,6557750,846,3,NA,10,4228,"Vest-Agder nor","S",4,1046,"SIRDAL","Vest-Agder","Sørlandet",12.5
"975",29,25440007529500,"ANO0849",500,1302,2223,544250,7529750,849,1,NA,18,1875,"Nordland nor","N",1,1849,"HAMARØY","Nordland","Nord-Norge",5
"976",739,22905006718500,"ANO0852",500,795,601,290750,6718750,852,3,NA,2,3035,"Akershus nor","E",5,237,"EIDSVOLL","Akershus","Østlandet",12.5
"977",827,23355006673000,"ANO0854",500,885,510,335750,6673250,854,3,NA,4,3401,"Hedmark nor","E",5,402,"KONGSVINGER","Hedmark","Østlandet",12.5
"978",923,21135006631000,"ANO0855",500,441,426,113750,6631250,855,3,NA,8,3825,"Telemark nor","S",4,834,"VINJE","Telemark","Sørlandet",10
"979",435,20355006735000,"ANO0858",500,285,634,35750,6735250,858,2,NA,12,4621,"Hordaland nor","W",3,1234,"GRANVIN","Hordaland","Vestlandet",12.5
"980",435,20355006735000,"ANO0858",500,285,634,35750,6735250,858,2,NA,12,4621,"Hordaland nor","W",3,1235,"VOSS","Hordaland","Vestlandet",12.5
"981",869,23335006700500,"ANO0859",500,881,565,333750,6700750,859,3,NA,4,3417,"Hedmark nor","E",5,423,"GRUE","Hedmark","Østlandet",12.5
"982",179,28330007672000,"ANO0860",500,1880,2508,833250,7672250,860,1,NA,20,5430,"Finnmark nor 1","N",1,2011,"GUOVDAGEAIDNU_KAUTOKEINO","Finnmark","Nord-Norge",2.5
"983",748,20650006482500,"ANO0861",500,344,129,65250,6482750,861,3,NA,10,4204,"Vest-Agder nor","S",4,1001,"KRISTIANSAND","Vest-Agder","Sørlandet",12.5
"984",748,20650006482500,"ANO0861",500,344,129,65250,6482750,861,3,NA,10,4204,"Vest-Agder nor","S",4,1017,"SONGDALEN","Vest-Agder","Sørlandet",12.5
